ISO693-3,Range Size (km2),L1 Population,Island Endemic,Phoneme Inventory Size,Distance to Mainland,Distance to Continent
dni,1224.976336,20000,FALSE,20,0,0
dnk,172.3532434,20000,TRUE,,12375.14645,457685.6907
dnn,969.0440796,13400,FALSE,,0,0
dnr,54.62128998,260,FALSE,,0,0
dnt,753.6837724,50000,FALSE,24,0,0
dnu,117.78076,1000,FALSE,40,0,0
dnw,9615.710526,180000,FALSE,22,0,0
dny,4831.822113,740,FALSE,,0,0
doa,186.1702038,12000,FALSE,,0,0
dob,364.0882079,10000,TRUE,19,16582.84765,808868.4521
doc,4648.290749,463000,FALSE,,0,0
doe,715.0967504,24000,FALSE,,0,0
dof,143.324976,950,FALSE,,0,0
doh,242.8800252,5000,FALSE,,0,0
dok,1563.488555,13000,FALSE,,0,0
dol,102.1639324,700,FALSE,,0,0
don,830.0023802,1800,FALSE,,0,0
doo,1469.796307,12900,FALSE,,0,0
dop,2067.578189,63600,FALSE,,0,0
dor,228.6751246,2410,TRUE,,986843.4856,1788741.373
dos,5361.635164,20000,FALSE,,0,0
dot,414.5676292,8830,FALSE,,0,0
dov,15758.83682,5430,FALSE,,0,0
dow,2309.802884,18000,FALSE,31,0,0
dox,261.7264184,19700,FALSE,,0,0
doy,2782.330312,65,FALSE,,0,0
doz,335.9819115,20800,FALSE,,0,0
dpp,15.44895575,0,FALSE,,0,0
drb,388.2608368,1000,FALSE,,0,0
drd,158.9220268,1750,FALSE,,0,0
dre,3539.679892,1670,FALSE,,0,0
drg,1376.47158,55000,FALSE,,0,0
drh,17847.67897,,FALSE,,0,0
dri,3629.636644,90000,FALSE,,0,0
drl,29365.09026,24,FALSE,,0,0
drn,101.1166673,800,TRUE,,193181.3232,563799.615
dro,821.2235814,7600,FALSE,,0,0
drq,690.0100618,3397,FALSE,,0,0
drs,963.6613065,975000,FALSE,31,0,0
drt,2565.060551,,FALSE,,0,0
dru,795.9536923,10500,FALSE,22,0,0
drw,4551.443358,,FALSE,,0,0
dry,258.9483777,11700,FALSE,,0,0
dsb,131.4047553,6670,FALSE,,0,0
dsh,3878.773141,60500,FALSE,32,0,0
dsi,358.8755626,2370,FALSE,,0,0
dsn,2.59334492,,FALSE,,0,0
dso,2171.184645,,FALSE,,0,0
dsq,94395.18027,100000,FALSE,,0,0
dta,21256.61743,96100,FALSE,,0,0
dtb,10155.75792,0,FALSE,20,0,0
dti,7.216324686,500,FALSE,,0,0
dtk,2676.69313,127000,FALSE,,0,0
dtm,6793.892865,133000,FALSE,25,0,0
dtp,7256.453677,141000,FALSE,,0,0
dtr,187.1845438,0,FALSE,,0,0
dts,1482.394727,50000,FALSE,,0,0
dtt,428.6995142,2900,FALSE,,0,0
dtu,6.970947281,3000,FALSE,,0,0
dua,1664.778097,87700,FALSE,24,0,0
dub,2873.609351,252000,FALSE,,0,0
duc,2099.90024,11000,FALSE,18,0,0
dud,4189.671764,73000,FALSE,28,0,0
due,2637.929142,3000,FALSE,26,0,0
duf,1864.5839,2000,FALSE,,0,0
dug,4244.208252,397000,FALSE,,0,0
duh,4787.970103,100000,FALSE,,0,0
dui,49.2330521,35,FALSE,,0,0
duj,10860.3028,,FALSE,29,0,0
duk,110.0090774,470,FALSE,,0,0
dul,24.23343942,30,TRUE,,1212.265812,1124459.608
dun,1833.218747,20000,FALSE,17,0,0
duo,3500.927634,1200,FALSE,,0,0
dup,5353.457332,,FALSE,,0,0
duq,4687.58364,4500,FALSE,,0,0
dur,13027.02871,47000,FALSE,44,0,0
dus,39.11266392,7640,FALSE,,0,0
duu,4215.372525,14225,FALSE,,0,0
duv,806.0460897,930,FALSE,,0,0
duw,679.0501054,5000,FALSE,,0,0
dux,1728.848033,70000,FALSE,,0,0
duy,345.5764623,0,FALSE,,0,0
duz,1958.766414,0,FALSE,,0,0
dva,224.784946,3550,TRUE,,16582.84765,813059.721
dwa,504.7385291,7200,FALSE,,0,0
dwl,99.43733567,,FALSE,,0,0
dww,249.8445381,2500,FALSE,,0,0
dya,367.8466404,14100,FALSE,35,0,0
dyb,3844.584314,0,FALSE,,0,0
dyd,3304.001456,0,FALSE,,0,0
dyg,671.0805406,,FALSE,,0,0
dyi,9861.62595,95500,FALSE,,0,0
dym,140.4439432,2000,FALSE,,0,0
dyn,1612.025947,,FALSE,28,0,0
dyo,7200.689731,407000,FALSE,32,0,0
dyu,81936.17321,2500000,FALSE,27,0,0
dyy,650.8876208,29,FALSE,17,0,0
dza,42.11468344,2500,FALSE,,0,0
dzd,122.3165228,,FALSE,,0,0
dzg,507411.8778,381000,FALSE,,0,0
dzl,2769.976197,22000,FALSE,,0,0
dzn,725.8009854,6000,FALSE,,0,0
dzo,16050.63405,171000,FALSE,,0,0
ebg,77.65708586,5000,FALSE,,0,0
ebo,21558.86623,20400,FALSE,,0,0
ebr,1041.985757,75900,FALSE,26,0,0
ebu,2909.572405,429000,FALSE,,0,0
eee,225.8378988,,FALSE,,0,0
efa,102.0802407,6320,FALSE,,0,0
efe,28440.23159,20000,FALSE,,0,0
efi,1948.069665,400000,FALSE,20,0,0
ega,16.0919918,2500,FALSE,,0,0
ego,917.9847777,140000,FALSE,,0,0
ehu,200.6512327,14200,FALSE,,0,0
eip,676.4211262,3000,FALSE,,0,0
eit,37.21686934,500,FALSE,,0,0
eiv,536.3177097,1200,TRUE,,265963.7203,1421666.378
eja,520.1977609,8230,FALSE,,0,0
eka,468.9521664,63000,FALSE,,0,0
eke,189.2225933,200000,FALSE,,0,0
ekg,12318.27252,100000,FALSE,16,0,0
eki,65.29764078,5000,FALSE,,0,0
ekm,243.7210981,6400,FALSE,,0,0
eko,604.1384532,77000,FALSE,,0,0
ekp,749.10789,30000,FALSE,,0,0
ekr,271.0826387,50000,FALSE,,0,0
eky,9046.605653,26000,FALSE,,0,0
ele,12.13217185,330,FALSE,,0,0
elh,686.0278871,50,FALSE,,0,0
eli,1107.914404,0,FALSE,28,0,0
elk,110.7437744,1640,FALSE,16,0,0
ell,138508.5212,11846920,FALSE,26,0,0
elm,83.23775305,58000,FALSE,29,0,0
elo,27279.13996,8,FALSE,,0,0
elp,244.722203,,FALSE,,0,0
elu,18.41427514,220,TRUE,,273605.7652,1037507.438
ema,734.618882,100000,FALSE,,0,0
emb,2207.846279,10000,FALSE,,0,0
eme,517.1910705,400,FALSE,,0,0
emg,8.99015001,0,FALSE,,0,0
emi,353.6207912,3651,TRUE,,324569.5291,1276843.934
emk,74477.84335,3498000,FALSE,,0,0
eml,22094.67639,,FALSE,,0,0
emn,132.7480239,800,FALSE,,0,0
emo,8192.036631,,FALSE,,0,0
emp,26587.84965,72200,FALSE,27,0,0
ems,27133.84791,300,FALSE,,0,0
emu,260.8746913,200000,FALSE,,0,0
emw,23.83521894,250,TRUE,,257178.4214,415634.5992
e,689.4439596,980,FALSE,,0,0
enb,2644.814029,180000,FALSE,,0,0
enc,6.428252716,200,FALSE,,0,0
end,656.4640563,110000,FALSE,,0,0
enf,2858.904105,40,FALSE,32,0,0
eng,15411733.85,,FALSE,32,0,0
enh,2879.171002,40,FALSE,,0,0
enn,194.7896354,20000,FALSE,32,0,0
eno,377.8465598,1500,TRUE,,114333.426,744338.1787
enq,7330.857952,230000,FALSE,23,0,0
enr,653.0722064,2000,FALSE,,0,0
enu,1853.278564,30000,FALSE,,0,0
env,46.55291491,14000,FALSE,,0,0
enw,221.7389237,15000,FALSE,,0,0
eot,284.7293183,200,FALSE,,0,0
epi,220.7213798,12000,FALSE,31,0,0
epo,34926.45829,,FALSE,,0,0
era,948.4864149,5000,FALSE,,0,0
erg,670.6013728,1900,TRUE,24,413712.4229,1801446.34
erh,394.0397761,64000,FALSE,,0,0
eri,67.71536539,2210,FALSE,,0,0
erk,662.8592869,6000,TRUE,17,456684.0896,1785473.587
ero,7110.652569,45000,FALSE,,0,0
err,1320.661648,0,FALSE,,0,0
ers,2613.097675,20000,FALSE,,0,0
ert,776.9277731,530,FALSE,,0,0
erw,126.9545085,200,FALSE,,0,0
ese,5476.325832,730,FALSE,21,0,0
esh,6371.553077,0,FALSE,,0,0
esi,52675.61758,0,FALSE,,0,0
esk,114449.2217,5580,FALSE,,0,0
eso,37377.04131,,FALSE,,0,0
esq,3791.286314,80,FALSE,,0,0
ess,6369.04799,1910,FALSE,36,0,0
est,45037.82114,,FALSE,27,0,0
esu,125083.1,10000,FALSE,26,0,0
etb,71.59489806,15000,FALSE,,0,0
etn,7.210402668,500,TRUE,,456684.0896,1785473.587
eto,4650.984224,52000,FALSE,,0,0
etr,473.9310327,1670,FALSE,,0,0
ets,3418.523702,274000,FALSE,34,0,0
etu,7951.463031,116700,FALSE,26,0,0
etx,183.3532255,40000,FALSE,,0,0
etz,2364.483858,1000,FALSE,,0,0
eus,16398.77653,544200,FALSE,25,0,0
eve,56761.59064,5660,FALSE,29,0,0
evh,204.0519169,19800,FALSE,,0,0
evn,487154.4271,16800,FALSE,25,0,0
ewe,16472.84298,3112000,FALSE,36,0,0
ewo,51142.05135,578000,FALSE,31,0,0
ext,41803.17527,201500,FALSE,,0,0
eya,15148.98415,50,FALSE,38,0,0
eyo,3319.816492,314000,FALSE,,0,0
eze,226.3884327,5000,FALSE,,0,0
faa,2470.824896,1200,FALSE,17,0,0
fab,13.84623254,,TRUE,,351225.1439,351225.1439
fad,47.68485089,3380,FALSE,,0,0
faf,711.433581,900,TRUE,19,1043861.154,1735961.236
fag,42.66562626,1300,FALSE,,0,0
fai,3359.883968,4500,FALSE,18,0,0
faj,32.99858433,50,FALSE,,0,0
fak,48.82631172,2400,FALSE,,0,0
fal,924.5202167,20000,FALSE,,0,0
fam,122.3628577,1000,FALSE,,0,0
fan,126528.5355,1306100,FALSE,33,0,0
fao,1257.545113,45000,TRUE,32,321425.226,586933.7972
fap,16.15916283,10700,FALSE,,0,0
far,315.4984775,6700,TRUE,,986843.4856,1788741.373
fau,2329.741177,1400,FALSE,,0,0
fax,283.9393235,10500,FALSE,,0,0
fay,45941.63346,100000,FALSE,,0,0
fcs,1499892.1,,FALSE,,0,0
fer,422.5333593,8000,FALSE,36,0,0
ffi,20.76576538,,FALSE,,0,0
ffm,283652.8694,1000000,FALSE,,0,0
fgr,5705.21301,0,FALSE,,0,0
fia,9787.695673,605000,FALSE,25,0,0
fie,166.176606,26100,FALSE,,0,0
fij,11439.69162,330000,TRUE,22,1167874.978,2629246.942
fil,3833.498628,0,FALSE,,0,0
fin,307105.7376,5138900,FALSE,24,0,0
fip,11952.82185,195000,FALSE,,0,0
fir,136.0771552,2500,FALSE,,0,0
fit,36828.91991,60000,FALSE,,0,0
fiw,365.1024807,300,FALSE,,0,0
fkv,1104.471457,5000,FALSE,,0,0
fla,1741.132241,64,FALSE,40,0,0
flh,4972.00019,350,FALSE,,0,0
fli,435.3648663,25000,FALSE,,0,0
fll,955.8965066,16000,FALSE,,0,0
flr,1145.214855,400000,FALSE,,0,0
fly,40909.85398,,FALSE,,0,0
fmp,819.7175494,124000,FALSE,,0,0
fmu,588.2485649,400000,FALSE,,0,0
fng,446903.0256,,FALSE,,0,0
fni,4088.964504,1100,FALSE,,0,0
fod,138.2025991,24500,FALSE,,0,0
foi,1115.35835,2800,FALSE,21,0,0
fom,570.5876613,,FALSE,,0,0
fon,5488.970158,1435500,FALSE,30,0,0
for,678.7454682,17000,FALSE,15,0,0
fos,3433.798379,0,FALSE,,0,0
fpe,1563.89546,,TRUE,,35592.45305,35592.45305
fqs,2030.642497,2500,FALSE,,0,0
fra,1331139.587,,FALSE,32,0,0
frc,36848.74709,25600,FALSE,,0,0
frd,918.644955,50000,TRUE,,319890.1938,352296.5459
frk,35734.63932,,FALSE,,0,0
frp,47857.77777,137000,FALSE,36,0,0
frq,6.713597005,280,FALSE,,0,0
frr,569.8298963,10000,FALSE,,0,0
frs,123.195956,2000,FALSE,,0,0
frt,168.9970738,450,TRUE,,569961.3384,1795687.399
fry,2977.016946,467000,FALSE,29,0,0
fsl,2259.476182,,FALSE,,0,0
fub,80945.69664,907000,FALSE,32,0,0
fuc,187562.4195,3691000,FALSE,,0,0
fud,59.87311748,3600,TRUE,,1793555.649,3247795.666
fue,14196.33904,280000,FALSE,,0,0
fuf,81760.10843,2779200,FALSE,,0,0
fuh,99157.20502,1230000,FALSE,,0,0
fui,62873.60623,24000,FALSE,,0,0
fuj,276.5327933,2680,FALSE,30,0,0
fum,4.515311254,,FALSE,,0,0
fun,1416.284212,2930,FALSE,,0,0
fuq,346727.8128,450000,FALSE,,0,0
fur,4731.693979,300000,FALSE,25,0,0
fut,3.593252972,1500,TRUE,21,418382.596,1837077.695
fuu,3328.032459,16000,FALSE,,0,0
fuv,57061.50557,11585000,FALSE,,0,0
fuy,2980.947673,14000,FALSE,,0,0
fvr,113321.2973,501800,FALSE,26,0,0
fwa,91.94776475,1860,FALSE,37,0,0
fwe,3393.578517,10200,FALSE,,0,0
gaa,1685.402929,600000,FALSE,36,0,0
gab,516.6186632,34400,FALSE,,0,0
gad,805.4617334,30000,FALSE,22,0,0
gae,26148.44192,650,FALSE,,0,0
gaf,271.8211384,8000,FALSE,26,0,0
gag,3238.986702,168000,FALSE,31,0,0
gah,259.0345546,25000,FALSE,18,0,0
gai,120.26808,2090,FALSE,,0,0
gaj,393.9874106,22100,FALSE,13,0,0
gak,80.26322812,1500,FALSE,,0,0
gal,950.8928313,13680,FALSE,,0,0
gam,205.0943499,4000,FALSE,,0,0
gan,173568.7605,,FALSE,25,0,0
gao,150.2263552,1880,FALSE,,0,0
gap,19.49031015,340,FALSE,,0,0
gaq,258.9635761,3060,FALSE,27,0,0
gar,139.6782994,2620,TRUE,,41205.87846,808868.4521
gas,5497.30031,100000,FALSE,,0,0
gat,43.81704583,950,FALSE,,0,0
gau,3847.776457,8000,FALSE,,0,0
gav,20.96696637,,FALSE,,0,0
gaw,221.6352824,5000,FALSE,,0,0
gax,328295.9755,3949600,FALSE,,0,0
gay,7732.89727,300000,FALSE,,0,0
gaz,116733.9868,8920000,FALSE,31,0,0
gbb,9706.536613,140,FALSE,24,0,0
gbc,36023.27316,,FALSE,22,0,0
gbd,11837.17772,26,FALSE,20,0,0
gbe,901.5817126,930,FALSE,,0,0
gbf,194.065329,1200,FALSE,,0,0
gbg,3207.920664,17500,FALSE,29,0,0
gbh,42.96146865,13500,FALSE,,0,0
gbi,4502.108888,79000,FALSE,,0,0
gbj,989.8074998,8000,FALSE,25,0,0
gbk,2295.028612,110000,FALSE,,0,0
gbl,816.7832075,284000,FALSE,,0,0
gbm,22970.57311,2920000,FALSE,33,0,0
gbn,676.866524,600,FALSE,,0,0
gbo,7381.084669,84500,FALSE,38,0,0
gbp,7988.292391,200000,FALSE,39,0,0
gbq,10139.1522,32500,FALSE,,0,0
gbr,17472.02716,700000,FALSE,30,0,0
gbs,170.3592802,65000,FALSE,,0,0
gbu,1119.657046,1,FALSE,,0,0
gbv,15978.77789,95000,FALSE,,0,0
gbx,181.9185536,80000,FALSE,,0,0
gby,8742.553585,350000,FALSE,,0,0
gbz,3479.164954,8000,FALSE,28,0,0
gcc,1314.42789,2200,FALSE,,0,0
gcd,21171.54121,1,FALSE,,0,0
gce,13124.5467,0,FALSE,34,0,0
gcf,2813.610827,,TRUE,,419524.7733,419524.7733
gcl,339.6254601,,TRUE,,139077.4495,139077.4495
gcn,36.75002967,1410,FALSE,,0,0
gcr,11797.81729,,FALSE,,0,0
gda,15002.77075,1010,FALSE,43,0,0
gdb,386.3810295,15000,FALSE,27,0,0
gdc,20129.59479,0,FALSE,,0,0
gdd,40.50914801,6950,FALSE,20,0,0
gde,570.4833679,96000,FALSE,31,0,0
gdf,52.71734385,55900,FALSE,,0,0
gdg,412.1487768,6000,FALSE,22,0,0
gdh,7742.018958,3,FALSE,,0,0
gdi,5286.861852,9000,FALSE,,0,0
gdj,3725.793357,1,FALSE,,0,0
gdk,1000.459847,2500,FALSE,,0,0
gdl,1039.502626,65300,FALSE,,0,0
gdm,132.0863659,750,FALSE,,0,0
gdn,502.6318228,2400,FALSE,,0,0
gdo,32.98189751,130,FALSE,42,0,0
gdq,133552.5269,100800,FALSE,,0,0
gdr,2592.89876,3500,FALSE,,0,0
gdu,164.2142035,5000,FALSE,,0,0
gdx,30920.57034,3000000,FALSE,,0,0
gea,835.3193822,9030,FALSE,,0,0
geb,148.5003588,2420,FALSE,28,0,0
gec,330.0484108,64400,FALSE,,0,0
ged,1854.546887,72100,FALSE,30,0,0
geg,102.6857546,,FALSE,,0,0
geh,1320168.146,40000,FALSE,,0,0
gei,216.6701234,2650,TRUE,,44143.91098,1203480.168
gej,173.7744183,327000,FALSE,,0,0
gek,69.14993896,14100,FALSE,,0,0
gel,1737.128552,36000,FALSE,,0,0
geq,131.12179,550,FALSE,,0,0
ges,544.5299423,36500,FALSE,,0,0
gew,2388.726668,200000,FALSE,,0,0
gex,2570.401195,57500,FALSE,,0,0
gey,1042.532287,15000,FALSE,,0,0
gez,74520.10682,0,FALSE,37,0,0
gfk,600.0896868,7000,TRUE,,30019.16703,1261134.28
gft,23116.52104,,FALSE,38,0,0
gga,147.58114,1220,TRUE,26,735060.6255,1645073.611
ggb,1491.858379,5600,FALSE,,0,0
ggd,17016.52779,0,FALSE,25,0,0
gge,1034.386606,60,FALSE,,0,0
ggg,1552.393296,35300,FALSE,,0,0
ggk,1706.486527,0,FALSE,,0,0
ggl,21.61576306,470,FALSE,,0,0
ggn,1544.27626,,FALSE,37,0,0
ggo,3431.37958,,FALSE,,0,0
ggr,5044.089511,,FALSE,,0,0
ggt,30.03281449,760,FALSE,,0,0
ggu,2227.255606,60000,FALSE,,0,0
ggw,2881.596678,22000,FALSE,18,0,0
gha,4972.302474,10000,FALSE,,0,0
ghc,14080.34876,,FALSE,,0,0
ghe,298.2317415,21500,FALSE,,0,0
ghh,140.6758975,4440,FALSE,,0,0
ghk,1942.181153,17000,FALSE,,0,0
ghl,713.7638706,16000,FALSE,,0,0
ghn,85.56595348,2510,TRUE,,561889.4486,1435354.27
gho,28324.97688,10000,FALSE,,0,0
ghr,1.56212084,10000,FALSE,,0,0
ghs,1322.241153,13000,FALSE,21,0,0
ght,110.7475525,29,FALSE,,0,0
gia,30671.781,210,FALSE,24,0,0
gic,41211.60593,,FALSE,,0,0
gid,2040.42409,65700,FALSE,,0,0
gig,20952.26199,25400,FALSE,,0,0
gil,5102.288345,64040,TRUE,16,592498.867,1459672.609
gim,974.4661868,22500,FALSE,18,0,0
gin,36.81107172,5,FALSE,47,0,0
gio,1709.068162,,FALSE,,0,0
gip,382.9575378,3700,FALSE,,0,0
giq,52.67124983,300,FALSE,,0,0
gir,10.09674176,20,FALSE,,0,0
gis,202.8663219,20000,FALSE,,0,0
git,169.8302141,930,FALSE,,0,0
giw,648.8086951,1220,FALSE,,0,0
gix,1690.106097,12000,FALSE,,0,0
giz,1310.096746,60000,FALSE,,0,0
gji,879.1534068,6000,FALSE,,0,0
gjk,26150.02146,570000,FALSE,,0,0
gjn,9416.533094,230000,FALSE,30,0,0
gju,6509.20001,992000,FALSE,,0,0
gka,34.28579205,130,FALSE,,0,0
gke,6.013289859,5,FALSE,35,0,0
gkn,88.44875657,100000,FALSE,30,0,0
gkp,6479.281052,460000,FALSE,,0,0
gla,13921.25405,58700,FALSE,44,0,0
glc,987.5968433,1200,FALSE,,0,0
gld,14725.07637,1390,FALSE,27,0,0
gle,36038.99812,254000,FALSE,24,0,0
glg,36395.0096,2355000,FALSE,29,0,0
glh,3024.675829,70000,FALSE,37,0,0
glj,1934.20758,3500,FALSE,29,0,0
glk,6584.730349,3270000,FALSE,29,0,0
glo,424.1922518,25000,FALSE,,0,0
glr,1402.516384,4270,FALSE,,0,0
glu,649.959799,10300,FALSE,,0,0
glv,8127.218999,0,FALSE,,0,0
glw,279.8790166,31300,FALSE,39,0,0
gly,42581.26719,1000,FALSE,,0,0
gma,4368.528836,0,FALSE,,0,0
gmb,0.532844486,1570,TRUE,,1050487.697,1834449.565
gmd,104.518309,2000,FALSE,,0,0
gmm,12498.70608,8000,FALSE,32,0,0
gmn,214.2808147,3000,FALSE,,0,0
gmo,11275.30979,,FALSE,33,0,0
gmu,15.60629335,580,FALSE,,0,0
gmx,214.7757248,9000,FALSE,,0,0
g,1272.163477,6000,FALSE,,0,0
gnb,673.7250296,14500,FALSE,,0,0
gnd,177.3957152,26000,FALSE,,0,0
gne,21.88086574,3000,FALSE,,0,0
gng,1856.588758,66000,FALSE,33,0,0
gnh,0.682896,0,FALSE,,0,0
gni,5737.636246,410,FALSE,,0,0
gnk,12664.33159,2000,FALSE,69,0,0
gnl,57096.75946,0,FALSE,,0,0
gnm,174.2551506,1440,FALSE,,0,0
gnn,143.6004647,240,FALSE,,0,0
gno,44733.24137,1950000,FALSE,36,0,0
gnq,59.12469973,0,FALSE,,0,0
gnr,24617.18693,0,FALSE,,0,0
gnt,710.5847177,350,FALSE,,0,0
gnu,23.9969939,1330,FALSE,,0,0
gnw,19185.95641,7000,FALSE,,0,0
gnz,19826.61875,1400,FALSE,,0,0
goa,12525.58223,500000,FALSE,33,0,0
gob,1864.817399,350,FALSE,,0,0
goc,287.1826931,2740,FALSE,,0,0
god,5590.037316,26400,FALSE,,0,0
goe,19.14541908,2000,FALSE,,0,0
gog,37520.06555,1440000,FALSE,,0,0
goi,1134.205846,1100,FALSE,,0,0
goj,480.5630111,,FALSE,,0,0
gok,270.2142897,,FALSE,,0,0
gol,8566.534857,107300,FALSE,,0,0
gom,13545.4157,3633900,FALSE,,0,0
goo,11.64318369,690,TRUE,,1362095.217,2819873.248
gop,260.7139048,350,FALSE,,0,0
goq,62.4730604,1000,FALSE,,0,0
gor,6742.936196,1000000,FALSE,,0,0
gos,2619.301144,592000,FALSE,,0,0
gou,112.4253159,7000,FALSE,,0,0
gow,2450.496302,50000,FALSE,,0,0
gox,1352.334466,12000,FALSE,,0,0
goy,78.61440692,30,FALSE,,0,0
goz,6252.906166,0,FALSE,,0,0
gpa,563.467571,15000,FALSE,,0,0
gpn,69.73344676,75,FALSE,,0,0
gqa,259.2662494,43000,FALSE,34,0,0
gqi,1114.006725,6000,FALSE,,0,0
gqn,178824.9931,,FALSE,,0,0
gqr,3865.623396,87000,FALSE,,0,0
gra,7798.136211,100000,FALSE,,0,0
grc,11894.88553,0,FALSE,23,0,0
grd,328.6023248,15000,FALSE,,0,0
grg,13.62176395,380,FALSE,,0,0
grh,345.5212345,25000,FALSE,,0,0
gri,1744.776385,12100,TRUE,21,931865.4446,1656238.332
grj,1107.793771,61600,FALSE,,0,0
grm,26.9309402,0,FALSE,,0,0
gro,1098.985548,26800,FALSE,,0,0
grq,54.99959781,15,FALSE,,0,0
grr,11497.07337,58000,FALSE,,0,0
grs,221.9325715,2500,FALSE,,0,0
grt,13487.01444,1009000,FALSE,21,0,0
gru,1027.473751,255000,FALSE,,0,0
grv,1614.94775,30800,FALSE,,0,0
grw,1.669366028,26,FALSE,,0,0
grx,418.5870295,160,FALSE,,0,0
gry,812.9100923,23700,FALSE,,0,0
grz,582.5530689,,TRUE,,30019.16703,1261134.28
gsg,6271.605173,,FALSE,,0,0
gsl,67.73492783,15400,FALSE,,0,0
gsn,58.98742925,800,FALSE,,0,0
gso,20695.49423,220000,FALSE,,0,0
gsp,68.41197444,590,FALSE,,0,0
gsw,33228.88059,6169000,FALSE,,0,0
gta,2722.649843,4,FALSE,,0,0
gti,546.0616366,,FALSE,,0,0
gua,99.47245669,1200,FALSE,,0,0
gub,56058.97104,,FALSE,23,0,0
guc,32719.50423,321000,FALSE,22,0,0
gud,3083.02411,102000,FALSE,,0,0
gue,46097.95009,590,FALSE,,0,0
guf,608.0056671,330,FALSE,,0,0
gug,8984.952221,4650000,FALSE,24,0,0
guh,113776.4402,34200,FALSE,23,0,0
gui,47101.61932,51230,FALSE,25,0,0
guj,206965.1386,45700000,FALSE,42,0,0
guk,37513.28905,219000,FALSE,,0,0
gul,72655.13996,,FALSE,,0,0
gum,1223.50371,21000,FALSE,20,0,0
gun,52433.93305,15000,FALSE,,0,0
guo,5969.750808,1000,FALSE,,0,0
gup,9911.791537,1220,FALSE,24,0,0
guq,3589.377963,1000,FALSE,,0,0
gur,3353.232455,845100,FALSE,31,0,0
gus,1658.572818,,FALSE,,0,0
gut,66.69177576,750,FALSE,,0,0
guu,70311.67059,19700,FALSE,,0,0
guv,1468.692483,,FALSE,,0,0
guw,1208.026081,579000,FALSE,29,0,0
gux,63327.79124,813000,FALSE,26,0,0
guz,3931.833411,2205300,FALSE,27,0,0
gva,768.9492029,28,FALSE,,0,0
gvc,1445.902166,750,FALSE,23,0,0
gve,25.04665163,400,FALSE,,0,0
gvf,938.3406967,51100,FALSE,20,0,0
gvj,4334.683695,280,FALSE,,0,0
gvl,3568.725092,163000,FALSE,,0,0
gvm,177.0466168,3000,FALSE,,0,0
gvn,5375.0935,360,FALSE,17,0,0
gvo,917.2239838,340,FALSE,,0,0
gvp,1151.895054,0,FALSE,,0,0
gvr,6069.241077,158000,FALSE,,0,0
gvs,20.56221957,470,TRUE,,81422.61124,855083.4824
gvy,49259.70857,0,FALSE,,0,0
gwa,422.5455001,25000,FALSE,,0,0
gwb,79.94213455,980,FALSE,,0,0
gwc,536.221051,100000,FALSE,43,0,0
gwd,1688.340828,68600,FALSE,31,0,0
gwe,537.0981697,2200,FALSE,,0,0
gwf,10.37913902,200,FALSE,,0,0
gwg,140.2100361,5000,FALSE,,0,0
gwi,8687.457523,670,FALSE,,0,0
gwj,24006.69752,2500,FALSE,71,0,0
gwn,3292.179376,27300,FALSE,28,0,0
gwr,1464.538324,409000,FALSE,,0,0
gwt,103.5919136,9500,FALSE,41,0,0
gwu,56442.25513,0,FALSE,,0,0
gww,154.4749913,50,FALSE,,0,0
gwx,198.9144443,60200,FALSE,,0,0
gxx,13774.65595,293000,FALSE,,0,0
gya,64002.04486,267000,FALSE,36,0,0
gyb,138.3520404,2650,FALSE,,0,0
gyd,130.737608,23,TRUE,,25617.71428,25617.71428
gye,152.94397,1000,FALSE,,0,0
gyf,36882.65179,0,FALSE,,0,0
gyg,547.5165643,5000,FALSE,,0,0
gyi,2985.582162,4279,FALSE,,0,0
gyl,212.5952445,55700,FALSE,,0,0
gym,10092.94127,174100,FALSE,24,0,0
gyn,9484.494744,,FALSE,,0,0
gyr,18747.66924,5930,FALSE,,0,0
gyy,36492.41264,0,FALSE,,0,0
gza,344.3452267,3000,FALSE,,0,0
gzi,423.2281827,7030,FALSE,,0,0
gzn,1536.629377,2900,FALSE,,0,0
haa,1212.882681,19,FALSE,,0,0
hab,42.1441462,,FALSE,,0,0
hac,17209.21465,200000,FALSE,,0,0
had,1036.46113,16000,FALSE,,0,0
hae,37237.60763,4530000,FALSE,,0,0
haf,11.66202606,,FALSE,,0,0
hag,237.6774814,6800,FALSE,,0,0
hah,280.8109978,1300,TRUE,,265963.7203,1421666.378
haj,738.2062232,71000,FALSE,,0,0
hak,1122375.111,,FALSE,22,0,0
hal,1097.243854,17500,FALSE,30,0,0
ham,2583.761186,2150,FALSE,19,0,0
han,1675.949747,150000,FALSE,,0,0
hao,115.2545864,5000,TRUE,,241501.5566,1443310.543
hap,77.04135679,3000,FALSE,,0,0
haq,14170.39885,990000,FALSE,,0,0
har,5.333175981,25800,FALSE,,0,0
has,31.79076022,170,FALSE,46,0,0
hat,26910.67259,,FALSE,,0,0
hau,543058.4124,23960500,FALSE,38,0,0
hav,1204.239309,506000,FALSE,,0,0
haw,16648.81339,2000,TRUE,14,3636407.315,3636407.315
hax,16.96910174,10,TRUE,,78307.59893,78307.59893
hay,7675.347724,1300000,FALSE,,0,0
haz,96248.56021,2210000,FALSE,,0,0
hba,10186.84265,13000,FALSE,,0,0
hbb,1656.626701,175000,FALSE,41,0,0
